,page,country,rev_id,predictions
20837,Rocco Girlanda,Italy,785147695,Stub
20838,Samoud Khan,Afghanistan,785150345,Start
20839,Su Tseng-chang,Taiwan,785153272,C
20840,Thakur Ram Singh (revolutionary),India,785155525,Stub
20841,Nouara Saadia,Algeria,785156476,Stub
20842,A. F. X. Baron,United Kingdom,785164546,Start
20843,Daniel Gluckstein,France,785165365,Start
20844,James Hayes (Australian politician),Australia,785166672,Stub
20845,Pedro de Roxas y Acevedo,Spain,785169353,Start
20846,Floriano Peixoto,Brazil,785172697,Start
20847,Augusto Tasso Fragoso,Brazil,785173649,Stub
20848,Márcio Melo,Brazil,785174877,Stub
20849,Mário Lemos Pires,Portugal,785178849,C
20850,Manuel González Prada,Peru,785186476,B
20851,Allan Kemakeza,Solomon Islands,785191522,C
20852,Abdul Hamid Karami,Lebanon,785192736,Start
20853,Alevtina Aparina,Russia,785201364,Stub
20854,Vyacheslav Pozgalyov,Russia,785201947,Start
20855,Vladimir Brovikov,Belarus,785202185,Stub
20856,Anatol Arapu,Moldova,785202225,Stub
20857,Yury Yevdokimov,Russia,785202250,Stub
20858,Aziz Aliyev,Dagestani,785202362,C
20859,Mykhailo Bilyi,Ukraine,785202587,Start
20860,Ivan Dzerzhinsky,Russia,785202772,C
20861,Anatoli Firsov,Russia,785202824,C
20862,Ivan Hrushetsky,Ukraine,785202994,Stub
20863,Vasily Kozlov (politician),Russia,785203251,Start
20864,Oleksandr Liashko,Ukraine,785203359,Start
20865,Imam Mustafayev,Azerbaijan,785203567,Start
20866,Leonid Polezhayev,Russia,785203773,Start
20867,Vladimir Polonsky,Azerbaijan,785203778,Start
20868,Maksim Saburov,Russia,785203910,C
20869,Oleg Baklanov,Russia,785204588,Start
20870,Mykhailo Hrechukha,Ukraine,785204837,Start
20871,Nuritdin Mukhitdinov,Russia,785205112,Start
20872,Rafiq Nishonov,Uzbekistan,785205127,Stub
20873,Leonid Potapov,Russia,785205210,Start
20874,Fadey Sargsyan,Armenia,785205277,Stub
20875,Valentyna Shevchenko (politician),Russia,785205311,Start
20876,Ivan Silayev,Russia,785205337,C
20877,Karl Vaino,Estonia,785205478,Stub
20878,Władysław Grzegorz Branicki,Poland,785205912,Start
20879,Apollon Dashkov,Russia,785205954,Start
20880,Pavel Kiselyov,Russia,785206158,Start
20881,Paul Demetrius Kotzebue,Russia,785206186,Start
20882,Alexander Karlovich Lieven,Russia,785206278,Stub
20883,Samad bey Mehmandarov,Azerbaijan,785206330,Start
20884,Eliyahu Nawi,Israel,785209576,Start
20885,Alex Anisi,Papua New Guinea,785211718,Stub
20886,Andrzej Person,Poland,785223527,Stub
20887,Min Swe,Myanmar,785227773,Stub
20888,Joseph Görres,Germany,785229231,C
20889,Alfonso Quiñónez Molina,Salvadoran,785229840,Stub
20890,Sicco van Goslinga,Netherlands,785230342,Start
20891,Sonay Adem,Cyprus,785232172,Stub
20892,Eberhard Gothein,Germany,785232297,Start
20893,António Maria da Silva,Portugal,785233726,Stub
20894,Kadri Fellahoğlu,Cyprus,785234334,Stub
20895,Nickey Iyambo,Namibia,785237742,C
20896,Willem Konjore,Namibia,785239830,Stub
20897,Keiichi Inamine,Japan,785245922,Stub
20898,Karmenu Vella,Malta,785247482,C
20899,Nello Rosselli,Italy,785247762,Start
20900,José Antonio González Caviedes,Spain,785248141,Stub
20901,"Thomas Graves, 2nd Baron Graves",United Kingdom,785249293,Start
20902,Khofifah Indar Parawansa,Indonesia,785259001,Start
20903,Nand Kumar Patel,India,785263010,Start
20904,Uday Mudliyar,India,785263204,Stub
20905,Christian Afrikaner,Namibia,785267613,Stub
20906,Francesco Carrara (jurist),Italy,785271992,Start
20907,Hugh Norman-Walker,Botswana,785275051,B
20908,Grigory Kramarov,Russia,785279384,Stub
20909,Deirdre Griswold,United States,785282540,Stub
20910,Randolfe Rodrigues,Brazil,785284435,Stub
20911,Salamat Azimi,Afghanistan,785284556,Start
20912,Delbar Nazari,Afghanistan,785284614,Start
20913,Allan Grossman,Canada,785287078,Start
20914,Giles Thorndon,Ireland,785287552,C
20915,S.M. Siddaiah,India,785288787,Stub
20916,"Miguel de la Grúa Talamanca, 1st Marquis of Branciforte",Spain,785290686,Start
20917,Fujiwara no Yoshikado,Japan,785296856,Start
20918,Rosario Robles,Mexico,785297893,Start
20919,Mohan Bikram Singh,Nepal,785298835,Start
20920,Richard Ratsimandrava,Madagascar,785300009,Start
20921,Domini Crosfield,United Kingdom,785303390,Start
20922,Guillermo Lohmann Villena,Peru,785303657,Stub
20923,Guillermo Quintero Calderón,Colombia,785303699,Stub
20924,Vanessa Matz,Belgium,785305706,Stub
20925,John Guise (governor-general),Papua New Guinea,785305719,Start
20926,Tone Skogen,Norway,785307963,Stub
20927,Vlora Çitaku,Kosovo,785313221,Start
20928,Gury Marchuk,Russia,785317282,Start
20929,Lee Hae-chan,South Korean,785317852,Start
20930,Gustav Böhrnsen,Germany,785318725,Start
20931,Teresa Gutierrez,United States,785321223,Stub
20932,Per Willy Guttormsen,Norway,785322022,C
20933,Hafez Abu Seada,Egypt,785327208,Start
20934,György Droppa,Hungary,785328221,C
20935,Andrzej Rzepliński,Poland,785330125,Start
20936,Fernando Martínez Heredia,Cuba,785331465,Stub
20937,Héctor Campana,Argentina,785335922,Start
20938,Mir Teymur Yagubov,Azerbaijan,785336384,Stub
20939,Joy Kabatsi,Uganda,785339072,Start
20940,Scott Driscoll,Australia,785344805,C
20941,Ian Davidson (South African politician),South Africa,785348169,Start
20942,José Domingo Arias,Panama,785352007,C
20943,Hamdi Faraj Fanoush,Libya,785352141,Stub
20944,Hamidullah Niyazmand,Afghanistan,785352771,Stub
20945,Jorge Enea Spilimbergo,Argentina,785355302,Stub
20946,Han Tuozhou,China,785357279,Start
20947,Alonso Muñoz de Gadea,Spain,785357805,Start
20948,Colin Cameron (Malawian politician),Malawi,785359351,C
20949,Alison Hernandez,United Kingdom,785361329,Start
20950,Christiandy Sanjaya,Indonesia,785364318,Stub
20951,Fatmir Mediu,Albania,785365028,Stub
20952,Mirza Asadullayev,Azerbaijan,785367320,Start
20953,Graciela Mandujano,Chile,785367813,Start
20954,Marcolino Moco,Angola,785370471,Stub
20955,Rad Kortenhorst,Netherlands,785374629,Stub
20956,Rob Oudkerk,Netherlands,785374645,Stub
20957,Felix Rottenberg,Netherlands,785374658,Stub
20958,Mishaal bin Abdullah Al Saud,Saudi Arabia,785374858,C
20959,John Bande,Malawi,785381714,Stub
20960,Li Bin (politician),China,785385352,Start
20961,Vladimir Batez,Serbia,785386651,Stub
20962,Harry Moniba,Liberia,785393647,Start
20963,Zhao Mausoleum (Tang dynasty),China,785394450,Stub
20964,Sami Haddad,Lebanon,785396642,Start
20965,Eduard von Schele zu Schelenburg,Germany,785399343,Stub
20966,Colleen Hartland,Australia,785400743,Start
20967,Haruko Hatoyama,Japan,785403562,B
20968,Yasuko Hatoyama,Japan,785403666,Start
20969,Manfred Bochmann,Germany,785406213,Start
20970,Karel Havlíček Borovský,Czech Republic,785407597,C
20971,Ada Kouri Barreto,Cuba,785410033,Stub
20972,Miguel Ángel de la Campa y Caraveda,Cuba,785410121,Start
20973,Gustavo Arcos,Cuba,785410626,Start
20974,Théodore Léonard Randriamanga,Madagascar,785412451,Stub
20975,Ricardo Ferraço,Brazil,785412993,Stub
20976,Milagros Ortiz Bosch,Dominican Republic,785417103,B
20977,Dhiyamigili dynasty,Maldives,785419307,Stub
20978,Daniel Waithaka,Kenya,785421281,Start
20979,Kirsten Heisig,Germany,785431588,Start
20980,Helene von Mülinen,Switzerland,785434585,Stub
20981,Maurice Gemayel,Lebanon,785437124,Stub
20982,Mayann Francis,Canada,785439079,C
20983,Jakob Heller,Germany,785439287,Stub
20984,Helmuth von Maltzahn,Germany,785442722,Start
20985,Štefan Tiso,Slovakia,785445513,Stub
20986,Štefan Sádovský,Slovakia,785445559,Stub
20987,Jozef Sivák,Slovakia,785445753,Stub
20988,Reino A. Perala,United States,785450274,Stub
20989,Samuel van den Bergh,Netherlands,785451221,Stub
20990,Ivan Kovačić,Croatia,785451523,Stub
20991,John Gollan,United Kingdom,785451806,Start
20992,Erasinides,Greece,785452071,Start
20993,Kemal Tekden,Turkey,785454720,Stub
20994,Sangram Yadav,India,785459160,Stub
20995,Simon Elo,Finland,785459779,Stub
20996,Jari Lindström,Finland,785460311,Start
20997,Robert Bruce (Yukon politician),Canada,785484840,Stub
20998,Dave Keenan,Canada,785484858,Stub
20999,Gerald Morin,Canada,785484913,Stub
21000,John Bruce (Canada),Canada,785485183,Stub
21001,David Chartrand,Canada,785485193,Stub
21002,Frank Whitehead,Canada,785485223,Stub
21003,Gungnyeo,"Korea, South",785485232,B
21004,Frank Arthur Calder,Canada,785485255,Start
21005,Harley Desjarlais,Canada,785485273,Stub
21006,Malcolm Norris,Canada,785485534,Start
21007,Walter Patrick Twinn,Canada,785485557,Stub
21008,Eric Fairclough,Canada,785486306,C
21009,Jean Nkuete,Cameroon,785490895,C
21010,Andris Ameriks,Latvia,785491581,Stub
21011,Ettore Romoli,Italy,785491956,Stub
21012,Arjun Karki,Nepal,785493919,Start
21013,Hassan Khomeini,Iran,785497322,B
21014,Nicola Ottaviani,Italy,785497645,Stub
21015,Moha ou Said,Morocco,785504026,C
21016,David Aubrey Scott,Pitcairn Islands,785508390,Start
21017,Chandra Prakash Choudhary,India,785509091,Stub
21018,Masatoshi Akimoto,Japan,785509765,Stub
21019,José María Garza Galán,Mexico,785518728,Start
21020,Mousa Chegini,Iran,785520868,Stub
21021,Mukhu Aliyev,Dagestani,785532389,Start
21022,Nikolay Bordyuzha,Russia,785532477,Start
21023,Viktor Ishayev,Russia,785532691,Start
21024,Pavel Krasheninnikov,Russia,785532826,Stub
21025,Mikhail Nikolayev,Russia,785532968,Stub
21026,Pyotr Sumin,Russia,785533246,Stub
21027,Mykhailo Yezhel,Ukraine,785533829,Start
21028,Kuzma Galitsky,Russia,785534304,Start
21029,Tagir Kusimov,Russia,785534846,Start
21030,Albert Makashov,Russia,785534992,C
21031,Yakov Pavlov,Russia,785535288,Start
21032,Yevgeny Pavlovsky,Russia,785535291,Start
21033,Samand Siabandov,Russia,785535604,Start
21034,Vladimir Strelchenko,Russia,785535725,Stub
21035,Willem Treub,Netherlands,785536241,Start
21036,Ousmane Baldé,Guinea,785536597,Stub
21037,Cristóbal Cabral,Spain,785549508,Start
21038,Tui Manuʻa Elisala,Samoan,785553682,Start
21039,Taurekareka Henare,New Zealand,785557811,Start
21040,Yoel Lavi,Israel,785560178,Stub
21041,Henrique Teixeira de Sousa,Cape Verde,785561332,Start
21042,"Henry Bromley, 1st Baron Montfort",United Kingdom,785562152,Start
21043,Henry White (Cape Treasurer General),Cape Colony,785566972,C
21044,Lucien Le Foyer,France,785570641,C
21045,Myo Thein Gyi,Myanmar,785571445,Stub
21046,Shuja Khanzada,Pakistan,785572704,GA
21047,Hercules Richard Wright,New Zealand,785572804,Start
21048,Severiano de Heredia,France,785573614,C
21049,Alberto Herrera y Franchi,Cuba,785579216,Start
21050,Ebbe Hertzberg,Norway,785580938,Start
21051,Ahmad Bishti,Libya,785582155,Stub
21052,Frederick William von Hessenstein,Sweden,785582787,Start
21053,Emmanuel Armah Kofi Buah,Ghana,785583165,Start
21054,Karina Content,Netherlands,785587144,Start
21055,Jean-Jacques Delvaux,France,785589199,Stub
21056,Henry J. Tasca,United States,785593317,Stub
21057,Raul Mälk,Estonia,785593708,Stub
21058,Almerigo Grilz,Italy,785594749,Start
21059,Robert Bagod,Ireland,785595224,Start
21060,Sangoulé Lamizana,Burkina Faso,785597813,Start
21061,Vojislav Mihailović,Serbia,785600966,Start
21062,Rafiq Hilmi,Iraq,785601429,Start
21063,Liu Shen-liang,Taiwan,785605298,Stub
21064,Chaudhry Afzal Haq,Pakistan,785608796,Stub
21065,Ibrahim IV of Bornu,Chad,785614014,Stub
21066,Fateh Jung Shah,Nepal,785615221,Start
21067,Chautariya Pushkar Shah,Nepal,785618454,C
21068,Gary Victor,Haiti,785624748,Start
21069,Richard Holden (politician),Canada,785624788,Start
21070,George Pole,United Kingdom,785629849,Stub
21071,Kuol Manyang Juuk,South Sudan,785637213,Start
21072,Shuichi Abe,Japan,785642599,Stub
21073,Ntfombi of Swaziland,Swaziland,785654533,C
21074,Hoàng Văn Hoan,Vietnam,785659532,Start
21075,"Polish presidential election, 2005",Poland,785660851,C
21076,Fafa Sanyang,Gambia,785662627,Start
21077,Amina Kabafa’anu,Maldives,785666531,Start
21078,Oskar Hoffmann (politician),Germany,785666998,Stub
21079,Francis Kimemia,Kenya,785668987,Stub
21080,Pedro Aleixo,Brazil,785680494,Stub
21081,Róbson,Brazil,785684189,Start
21082,Hilda Stevenson-Delhomme,Seychelles,785702719,Start
21083,Jigme Zangpo,Bhutan,785704263,Stub
21084,Yang Wanli,China,785715265,Stub
21085,Milutin Vučinić,Montenegro,785715737,Stub
21086,Luis de Unzaga,Spain,785720920,Start
21087,Mohammed Al-Sanousi,Kuwait,785734462,Stub
21088,Abane Ramdane,Algeria,785742807,Stub
21089,Pierre Curzi,Canada,785749103,Start
21090,Božidar Matić,Bosnia-Herzegovina,785756402,Stub
21091,Petar Mladenov,Bulgaria,785759881,C
21092,Anton Yugov,Bulgaria,785759894,C
21093,Stanko Todorov,Bulgaria,785759914,Stub
21094,Grisha Filipov,Bulgaria,785759950,Start
21095,Georgi Atanasov (politician),Bulgaria,785759986,Stub
21096,Paru Aihi,Papua New Guinea,785762390,Start
21097,Tony Aimo,Papua New Guinea,785762438,GA
21098,Roy Biyama,Papua New Guinea,785762631,Start
21099,Lucas Dekena,Papua New Guinea,785762813,Start
21100,Jeffery Komal,Papua New Guinea,785762944,Stub
21101,Noah Kool,Papua New Guinea,785762969,Start
21102,Komun Joe Koim,Papua New Guinea,785762984,Stub
21103,Mehrra Minne Kipefa,Papua New Guinea,785763003,Stub
21104,Peter Isoaimo,Papua New Guinea,785763119,Start
21105,James Lagea,Papua New Guinea,785763523,C
21106,Casten Nemra,Marshall Islands,785765823,Start
21107,István Horthy,Hungary,785767560,Start
21108,"MPs elected in the Ghanaian parliamentary election, 1992",Ghana,785768343,C
21109,Richard Phillips Hotham,Canada,785771333,Stub
21110,Juan Bautista Pérez,Venezuela,785774281,Stub
21111,Česlovas Juršėnas,Lithuania,785779861,Stub
21112,Juozas Tūbelis,Lithuania,785782840,Start
21113,Hryhoriy Hrynko,Ukraine,785783266,Start
21114,Willem Anne Lestevenon,Netherlands,785786710,Start
21115,Guy Randrianarisoa,Madagascar,785787427,Start
21116,Tirong Aboh,India,785792156,Stub
21117,Pasang Dorjee Sona,India,785792184,Stub
21118,Tatung Jamoh,India,785792198,Stub
21119,Nyamar Karbak,India,785792204,Stub
21120,Wanglin Lowangdong,India,785792222,Stub
21121,Punji Mara,India,785792227,Stub
21122,Mutchu Mithi,India,785792238,Stub
21123,Takam Pario,India,785792256,Stub
21124,Likha Saaya,India,785792287,Stub
21125,Wanglam Sawin,India,785792289,Stub
21126,Pani Taram,India,785792313,Stub
21127,Tsering Tashi,India,785792318,Stub
21128,María Ángela Holguín,Colombia,785795612,C
21129,Néstor Osorio Londoño,Colombia,785796212,Start
21130,Emad Behavar,Iran,785800788,Stub
21131,Hibaq Jama,Somalia,785806456,Stub
21132,Juan Manuel Galán Pachón,Colombia,785812755,C
21133,Raino Westerholm,Finland,785816435,Stub
21134,William Chevir,Ireland,785824049,Start
21135,AFM Mohitul Islam,Bangladesh,785837111,Start
21136,Xia Chang,China,785837406,Start
21137,Thomas D. Schall,United States,785838448,Start
21138,Luigi Maria Bossi,Italy,785841359,Stub
21139,Lindsay Johnstone Watt,New Zealand,785841848,Stub
21140,John Giheno,Papua New Guinea,785844095,Start
21141,Ion Rațiu,Romania,785849199,Start
21142,Salma Khatoon Mikrani,Nepal,785849982,Start
21143,Binda Pandey,Nepal,785850358,Start
21144,"Joseph Duveen, 1st Baron Duveen",United Kingdom,785850566,C
21145,Nan Joyce,Ireland,785857610,C
21146,Joshua Wanume Kibedi,Uganda,785862055,C
21147,Pierre Nord Alexis,Haiti,785874633,Start
21148,Pierre Théoma Boisrond-Canal,Haiti,785875179,Start
21149,William Robson (1843–1920),Australia,785875549,Stub
21150,Friedrich von Holstein,Germany,785875771,C
21151,Baby Doc Duvalier,Haiti,785876284,Stub
21152,Henri Namphy,Haiti,785876772,Start
21153,Prosper Avril,Haiti,785876964,C
21154,Hérard Abraham,Haiti,785877292,Start
21155,Fauzia Abbas,Pakistan,785878585,Start
21156,Jacques-Édouard Alexis,Haiti,785878797,C
21157,Jean-Max Bellerive,Haiti,785878995,Start
21158,Élie Lescot,Haiti,785881196,C
21159,Özcan Mutlu,Germany,785881228,Start
21160,William Tongamp,Papua New Guinea,785882337,Stub
21161,Powes Parkop,Papua New Guinea,785882914,Stub
21162,Pekka Heikkinen,Finland,785883496,Stub
21163,Michael V. Lee,United States,785884411,Stub
21164,Sam Abal,Papua New Guinea,785884421,C
21165,Franck Lavaud,Haiti,785884487,Stub
21166,Joseph Nemours Pierre-Louis,Haiti,785884639,Stub
21167,Franck Sylvain,Haiti,785884691,Stub
21168,Philemon Embel,Papua New Guinea,785884703,Start
21169,Daniel Fignolé,Haiti,785884722,C
21170,Wake Goi,Papua New Guinea,785884857,Stub
21171,Antonio Thrasybule Kébreau,Haiti,785884998,Stub
21172,Papa Doc,Haiti,785885119,Stub
21173,Joseph Lamothe,Haiti,785885325,Stub
21174,Peter Iwei,Papua New Guinea,785885330,Stub
21175,Lysius Salomon,Haiti,785885369,Start
21176,Isaac Joseph,Papua New Guinea,785885431,Stub
21177,Luther Wenge,Papua New Guinea,785886047,Stub
21178,Simon Solo,Papua New Guinea,785886252,Stub
21179,Sani Rambi,Papua New Guinea,785886377,Stub
21180,Tony Puana,Papua New Guinea,785886452,Stub
21181,Tom Olga,Papua New Guinea,785886561,Start
21182,Patrick Nisira,Papua New Guinea,785886701,Start
21183,Petar Moskov,Bulgaria,785886891,Start
21184,Peter Yama,Papua New Guinea,785887670,Start
21185,Abu Bakr Baira,Libya,785889190,Start
21186,Mark Brindal,Australia,785896838,C
21187,Sudarshan Agarwal,India,785899430,Stub
21188,Kim Won-hong,"Korea, South",785899763,Start
21189,Ranadhoj Thapa,Nepal,785901319,Stub
21190,Niels Gade,Denmark,785902480,C
21191,Richard Mendani,Papua New Guinea,785904598,Start
21192,Moses Maladina,Papua New Guinea,785919942,Stub
21193,Masami Tanabu,Japan,785920290,Stub
21194,Franso Hariri,Iraq,785924141,Start
21195,Charles Humbert,France,785930159,Start
21196,Izzat Husrieh,Syria,785937263,Start
21197,Jamal al-Husayni,Palestinian Territory,785938135,B
21198,Musa al-Husayni,Palestinian Territory,785938199,B
21199,Salim al-Husayni,Palestinian Territory,785938222,Stub
21200,Christian Gottfried Lorsch,Germany,785939380,Stub
21201,Mahsum Korkmaz,Turkey,785939519,Stub
21202,Andrey Lukanov,Bulgaria,785939859,Start
21203,Guinio Ganev,Bulgaria,785940232,Start
21204,Nawab Muhammad Khan Shahwani,Pakistan,785940873,Stub
21205,Hwang Yun-gil,"Korea, South",785940896,Start
21206,Aleksandar Karakachanov,Bulgaria,785943579,Start
21207,Giovanni Bacci,Italy,785945697,Stub
21208,I. C. Frimu,Romania,785950309,C
21209,Paul Marchandeau,France,785953239,Start
21210,Nalin Pekgul,Sweden,785954264,Stub
21211,Daniel Young,Australia,785956238,Stub
21212,Ibrahim Yaacob,Malaysia,785956481,Start
21213,Minister of Foreign Affairs (The Gambia),Gambia,785960831,Start
21214,Ishak Haji Muhammad,Malaysia,785962378,C
21215,Sangay Ngedup,Bhutan,785962700,Start
21216,Adele Farina,Australia,785963723,C
21217,Niko Peleshi,Albania,785966439,Start
21218,Prasert Sapsunthorn,Thailand,785968173,Start
21219,Miguel Albuquerque,Portugal,785968468,C
21220,Avram Imbroane,Romania,785974489,GA
21221,Amna Buttar,Pakistan,785975832,C
21222,John Morse (US politician),United States,785976706,B
21223,Hassan Shariatmadari,Iran,785977707,Start
21224,János Imreffy,Hungary,785980963,Start
21225,Ricardo Wong,Peru,785992091,Stub
21226,"Joseph Hormayr, Baron zu Hortenburg",Austria,785992233,Start
21227,Stephen Watt,United States,786014383,Start
21228,Van H. Wanggaard,United States,786018917,Start
21229,Rrahim Çota,Albania,786027545,Stub
21230,Taufa Vakatale,Fiji,786027998,Start
21231,Tony Ince,Canada,786033113,Start
21232,Maj-Len Grönholm,Finland,786038861,Stub
21233,Vasiliy Averin,Russia,786040133,Start
21234,Cesário Alvim,Brazil,786041621,Stub
21235,Thottakkattu Madhaviamma,India,786044577,Stub
21236,Monpoint Jeune,Haiti,786051211,Stub
21237,Mahmoud al-Ayyubi,Syria,786051778,Stub
21238,Maamun al-Kuzbari,Syria,786052788,Start
21239,Artur Baghdasaryan,Armenia,786058343,C
21240,Sam Dede,Nigeria,786058863,Stub
21241,Avetik Sahakyan,Armenia,786059038,Stub
21242,Jorge Meléndez,Salvadoran,786063735,Stub
21243,Bahder Djohan,Indonesia,786066204,Start
21244,Giancarlo Galan,Italy,786066918,Start
21245,Massimo Giorgetti,Italy,786067083,Stub
21246,Marino Finozzi,Italy,786067137,Stub
21247,Maria Luisa Coppola,Italy,786067170,Stub
21248,Giancarlo Conta,Italy,786067202,Stub
21249,Renato Chisso,Italy,786067248,Stub
21250,Stefano Valdegamberi,Italy,786067416,Start
21251,Remo Sernagiotto,Italy,786067639,Stub
21252,Davide Bendinelli,Italy,786067746,Stub
21253,Manuela Lanzarin,Italy,786068024,Stub
21254,Carmen Elena Figueroa,Salvadoran,786068145,Stub
21255,Jean Foyer,France,786074709,Start
21256,Tirésias Simon Sam,Haiti,786080394,Start
21257,Kizza Besigye,Uganda,786081128,C
21258,Ioan Totu,Romania,786096006,Start
21259,Iorgu Iordan,Romania,786097013,C
21260,Chris Liebenberg,South Africa,786100662,Stub
21261,Piet Aalberse,Netherlands,786102536,Start
21262,Sahebeh Rouhani,Iran,786104088,Stub
21263,Xu Yongchang,Taiwan,786106872,Start
21264,Jan-Erik Enestam,Finland,786109698,Start
21265,Dan McConchie,United States,786110207,C
21266,Sholban Kara-ool,Russia,786111055,Stub
21267,Narmada Akka,India,786112902,C
21268,Leo Jogiches,Germany,786115833,FA
21269,Mohamed Ismail,Egypt,786115968,C
21270,Minister of Energy and Petroleum (The Gambia),Gambia,786118843,Start
21271,Eppo Cremers,Netherlands,786119190,Stub
21272,Miguel Luis Villafuerte,Philippines,786123050,Stub
21273,Mohamed Ennaceur,Tunisia,786124177,Start
21274,Lola Iturbe,Spain,786124537,Start
21275,Antonio Iturmendi Bañales,Spain,786124596,B
21276,Ivan Betskoy,Russia,786125285,C
21277,Kim Ok,"Korea, South",786126293,Start
21278,Mahmoud Ahmadzadeh,Iran,786127696,Stub
21279,Iwo Byczewski,Poland,786130035,Stub
21280,Izabela Elżbieta Morsztyn,Poland,786130465,Stub
21281,Jaan Manitski,Estonia,786133493,Stub
21282,Ombudsman of the Philippines,Philippines,786134355,GA
21283,Carla Antonelli,Spain,786136774,Start
21284,Ljupco Andonovski,Macedonia,786138077,Stub
21285,Jackson Doe,Liberia,786138883,Start
21286,János Jacobinus,Hungary,786141789,Start
21287,Jacobus Wilhelmus Sauer,Cape Colony,786142993,C
21288,Jürgen Möllemann,Germany,786144359,Start
21289,Jacques-Roger Booh-Booh,Cameroon,786144366,Start
21290,Jaime C. de Veyra,Philippines,786147412,Start
21291,Max Jakobson,Finland,786148781,Start
21292,Raluca Turcan,Romania,786151984,C
21293,Sali Subam,Papua New Guinea,786152841,Start
21294,Safdar Hosseini,Iran,786152958,Start
21295,Sara bint Faisal Al Saud,Saudi Arabia,786153311,Start
21296,Julius Tandler,Austria,786155500,Start
21297,Eugène Ruffy,Switzerland,786156187,Stub
21298,Rudy Aernoudt,Belgium,786156223,C
21299,James Leonard Gordon,Philippines,786156286,C
21300,Jan Černý,Czech Republic,786162238,Start
21301,Anke Van dermeersch,Belgium,786162544,Stub
21302,María Antonieta de Bográn,Hondura,786165176,Stub
21303,Oliver Janich,Germany,786165402,Stub
21304,Dirck Coornhert,Netherlands,786166526,C
21305,Marie Janson,Belgium,786166594,Stub
21306,Mohammad Farrokhi Yazdi,Iran,786171135,Start
21307,Amata Kabua,Marshall Islands,786173798,C
21308,Don Filleul,Jersey,786175308,Stub
21309,Kimweri Mputa Magogo,Tanzania,786181650,Start
21310,"Peter Levene, Baron Levene of Portsoken",United Kingdom,786182731,C
21311,Max Sisulu,South Africa,786192654,Stub
21312,Yem Sambaur,Cambodia,786198076,Start
21313,Paulina Hoti,Albania,786199183,Stub
21314,Pavlina Hoti,Albania,786199314,Stub
21315,Massimo Federici,Italy,786201676,Stub
21316,Georges Catroux,France,786203277,Start
21317,Zakan Jugelia,Abkhazia,786203824,Start
21318,Konstantinos Skourletis,Greece,786204421,Stub
21319,Hussain Rasheed Ahmed,Maldives,786208494,Start
21320,Sam Joseph Ntiro,Tanzania,786217752,Start
21321,Ferhat Bey Draga,Albania,786220507,Start
21322,Francesco Picardi,Italy,786221082,Stub
21323,Vjekoslav Servatzy,Croatia,786223826,Start
21324,Apolo Kagwa,Uganda,786226893,C
21325,Khalil ur Rahman (politician),India,786230150,Stub
21326,Head of the Chechen Republic,Chechen,786231010,Start
21327,Richard Hyne,Australia,786232945,Stub
21328,Jean Jacques Clark Parent,Haiti,786249794,Start
21329,Jean Ralaimongo,Madagascar,786250327,C
21330,Princess Lalla Aicha of Morocco,Morocco,786260189,Start
21331,Angelo Farrugia,Malta,786261651,Start
21332,José Luís de Jesus,Cape Verde,786262264,Start
21333,Tivadar Batthyány,Hungary,786263144,Start
21334,Ramón Jiménez y Robredo,Costa Rica,786267699,Stub
21335,Felipe Molas López,Paraguay,786267898,C
21336,Pap Cheyassin Secka,Gambia,786270933,B
21337,Joana Amaral Dias,Portugal,786271819,Start
21338,João Urbano Pessoa de Vasconcelos Suassuna,Brazil,786272229,Start
21339,Joaquín Gutiérrez,Costa Rica,786272274,C
21340,Kathryn Greiner,Australia,786272877,C
21341,Abigail Valte,Philippines,786274980,Start
21342,Johannes Hermanus Grobler,South Africa,786277127,Start
21343,Mehrdad Khonsari,Iran,786277716,C
21344,John Alan Lee,Canada,786279123,C
21345,Albert Schäffle,Hungary,786284046,C
21346,Kaneyasu Marutani,Japan,786285308,Stub
21347,Mykola Mikhnovsky,Ukraine,786286742,C
21348,Francesco Masini,Malta,786287930,Start
21349,John Horgan (Irish nationalist),Ireland,786289801,Start
21350,Lionel Stoléru,France,786290758,Start
21351,Mayer Amschel de Rothschild,United Kingdom,786291223,Start
21352,"Sydney Stern, 1st Baron Wandsworth",United Kingdom,786292387,Start
21353,Orlando da Costa,Portugal,786299546,Start
21354,"John Wodehouse, 3rd Earl of Kimberley",United Kingdom,786299648,Start
21355,John Simon Harcourt,United Kingdom,786299896,Stub
21356,Henrique de Barros,Portugal,786300408,Stub
21357,Lê Trọng Tấn,Vietnam,786300669,GA
21358,John Waiko,Papua New Guinea,786302680,Start
21359,Ferry Carondelet,Belgium,786305082,Start
21360,Foreign Minister of Bhutan,Bhutan,786306969,Stub
21361,Bolesław Wieniawa-Długoszowski,Poland,786308307,C
21362,John Kynaston Cross,United Kingdom,786313222,Start
21363,Horatio Myer,United Kingdom,786313312,C
21364,John Lewis Ricardo,United Kingdom,786313332,Start
21365,Hampden Whalley,United Kingdom,786313604,Start
21366,"Sir Edmund Verney, 3rd Baronet",United Kingdom,786314180,C
21367,"John Simon (MP, born 1818)",United Kingdom,786314267,Start
21368,Abdul Kady Karim,Sierra Leone,786317277,Start
21369,Zvi Zilker,Israel,786317762,Stub
21370,Robert Jaworski Jr.,Philippines,786322529,Start
